lemma,HasProperty,MotivatedByGoal,CapableOf,NotUsedFor,HasFirstSubevent,Desires,InstanceOf,DerivedFrom,HasSubevent,RelatedTo,CausesDesire,MadeOf,SymbolOf,PartOf,EtymologicallyDerivedFrom,UsedFor,AtLocation,Synonym,IsA,Causes,TranslationOf
依依,,,,,,,,,,,,,,,,,,,,,
使勁,,,,,,,,,,,,,,,,,,,,,
使性子,,,,,,,,,,,,,,,,,,,,,
佳,,,,,,,,,,,,,,,,,,,,,
享受,快樂,"快樂,開心",,,,,,,錢,,,,,,,,,,"快樂,感覺","快樂,開心,覺得快樂",
亟盼,,,,,,,,,,,,,,,,,,,,,
亟待解決,,,,,,,,,,,,,,,,,,,,,
亟,,,,,,,,,,,,,,,,,,,,,
邪惡,,,,,,"天使,主人",,,"黑色,戰爭,黑暗,妖怪",,生氣,,,,,,"惡魔,背叛",,,"恐懼,犯罪,壞人,毀滅,災難,黑暗,失望,惡運,戰爭,不公平,笑",
辛酸,,,,,,,,,成功,,,,,,,,,,,痛苦,
足夠,,,,,,,,,,,,,,,,,,,,,
走運,,,,,,,,,"中樂透,踩到狗屎",,,,,,,,,,,,
見獵心喜,,,,,,,,,,,,,,,,,,,,,
見慣不驚,,,,,,,,,,,,,,,,,,,,,
見怪,,,,,,,,,,,,,,,,,,,,,
見不得人,,,,,,,,,,,,,,,,,,,,,
芒刺在背,,,,,,,,,,,,,,,,,,,,,
良,,,,,,,,,,,,,,,,,,,,,
肝腸寸斷,,,,,,,,,,,,,,,,,,,,,
肚爛,,,,,,,,,,,,,,,,,,,,,
肖查某,,,,,,,,,,,,,,,,,,,,,
系念,,,,,,,,,,,,,,,,,,,,,
私生子,,,,,,,,,,,,,,,,,,,,,
狂躁,,,,,,,,,,,,,,,,,,,,,
狂熱,,,,,,,,,,,,,,,,,,,,接吻,
狂暴,,,,,,,,,,,,,,,,,,,,,
狂悲,,,,,,,,,,,,,,,,,,,,,
狂喜,,開心,,,,,,,,,,,,,,,,,,,
狂笑,,"看喜劇,笑點低,開心",,,,,,,肚子痛,,,,,,,,,,,快樂,
狂怒,,,,,,,,,,,,,,,,,,,,,
牢騷,,,,,,,,,,,,,,,,,,,,,
災,,,,,,,,,,,,,,,,,,,,,
沒轍,,,,,,,,,,,,,,,,,,,,,
沒譜兒,,,,,,,,,,,,,,,,,,,,,
沒臉,,,,,,,,,,,,,,,,,,,,,
沒精打采,,,,,,,,,,,,,,,,,,,,,
沒著沒落,,,,,,,,,,,,,,,,,,,,,
沒羞,,,,,,,,,,,,,,,,,,,,,
沒門兒,,,,,,,,,,,,,,,,,,,,,
沒門,,,,,,,,,,,,,,,,,,,,,
沒法兒,,,,,,,,,,,,,,,,,,,,,
沒法,,,,,,,,,,,,,,,,,,,,,
沒奈何,,,,,,,,,,,,,,,,,,,,,
沒皮沒臉,,,,,,,,,,,,,,,,,,,,,
沉鬱,,,,,,,,,,,,,,,,,,,,,
沉默寡言,,,,,,,,,,,,,,,,,,,,,
沉默,,"思考,悲傷,難過,搭不上話,跟媽媽吵架,禱告,不知如何回應",,,,,,,黑色,,"睡覺,想出去",,"安靜,金,無話可說,思考,無言,出神,行使緘默權,在思考,尷尬,生氣,象徵性言論,人性尊嚴,承認,疲累",,,,,,"盡在不言中,力量,金,無話可說","孤獨,安靜",
沉醉,,,,,,,,,,,,,,,,,,,,,
沉溺,,,,,,,,,,,,,,,,,"酒店裡,夜店裡",,,,
沉著,,,,,,,,,,,,,,,,,,,,,
沉痛,,,,,,,,,,,,,,,,,,,,,
沉湎,,,,,,,,,,,,,,,,,,,,,
沉悶,,,,,,,,,"睡覺,想哭,打電動,心情不好,孤單,黑色,吃東西,無聊,看電視,找朋友,想著她",,唱歌,,,,,,,,,"想睡,運動",
沉迷,,,,,,,,,,,,,,,,,,,,,
沉重,,,,,,,,,,,,,,,,,,,,,
沉住氣,,打架,,,,,,,,,,,,,,,,,,,
沉心靜氣,,,,,,,,,,,,,,,,,,,,,
決定,,做,,,"考慮清楚,先考慮清楚,先想想",,,,,,,,,,,,,,,"去做,實行,安心,防範",
決心,,"減肥,持續的運動,認真上班,打掃房間",,,,,,,,,,,,,,,,,,,
求賢若渴,,,,,,,,,,,,,,,,,,,,,
求知若渴,,,,,,,,,,,,,,,,,,,,,
求之不得,,,,,,,,,,,,,,,,,,,,,
束手無策,,,,,,,,,,,,,,,,,,,,,
杞人憂天,,,,,,,,,,,,,,,,,,,,,
攻擊,,"打架,打躲避球",,,拿好武器,,,,,,,,,,,,,,防衛,"快樂,需要火箭炮,心快加速,痛快",
攻勢,,,,,,,,,,,,,,,,,,,,,
改進,,,,,,,,,,,,,,,,,,,,,
改善,,,,,,,,,,,,,,,,,,,,,
改悔,,,,,,,,,,,,,,,,,,,,,
折磨,,,,,,,,,,,,,,,,,,,,,
抗議,,"選擇權,不爽,沒有工作,自由,政策不夠好,看政客不順眼",員工,,,,,,"需要水,舉國旗,有示威遊行",,暴動,,,,,,"中正紀念堂,總統府",,,"遊行,進步,動亂,紛爭,不開心,暴動,躁動",
抗爭,,,,,,,,,,,,,,,,,,,,道路變小河,
抖,,害怕,冷,,,,,,,,,,,,,,,,,,
投入,,"看書,練鋼琴",,,,,,,,,,,,,,,,,,,
抑鬱寡歡,,,,,,,,,,,,,,,,,,,,,
抑鬱,,,,,,,,,,,,,,,,,,,,想哭,
抑制,,,,,,,,,,,,,,,,,,,,,
把握,,,,,,,,,,,,,,,,,,,,,
扼腕,,,,,,,,,,,,,,,,,,,,,
批評,,看電視,,,,,,,,,,,,,,,,,,"難過的心情,厭惡",
批判,,,,,,,,,,,,,,,,,,,,,
扶持,,,,,,,,,,,,,,,,,,,,,
扭捏,,,,,,,,,,,,,,,,,,,,,
扭曲,,,,,,,,,,,,,,,,,,,,,
戒,,,,,,,,,,,,,,,,,,,,,
忸怩,,,,,,,,,,,,,,,,,,,,,
快樂,,,,,,,,,"大笑,唱歌",,唱歌,,,,,,,,"心情,情緒,感覺","開心,笑,大笑,唱歌,跳舞,幸福,心情好",
快慰,,,,,,,,,,,,,,,,,,,,,
快意,,,,,,,,,,,,,,,,,,,,,
快活,,,,,,,,,健康,"/c/en/merry,/c/en/cheerful,/c/en/happy",,,,,,,,,,,
快快樂樂,,,,,,,,,,,,,,,,,,,,,
快,,,,,,,,,,,畫漫畫,,,,,,,,速度,變可愛,
忘記,,失落,,,,,,,"問別人,想辦法回想,找便條",,,,,,,,,,,找東西,
忘恩負義,,,,,,,,,,,,,,,,,,,,,
志得意滿,,,,,,,,,,,,,,,,,,,,,
志哀,,,,,,,,,,,,,,,,,,,,,
忐忑不安,,"健康檢查,考試,面試,口試",,,,,,,,,,,,,,,,,,不安,
忐忑,,,,,,,,,,,,,,,,,,,,,
忍俊不禁,,,,,,,,,,,,,,,,,,,,,
忍,,"大便,尿又不能尿,大哭",,,,,,,,,,,,,,,,,,,
忌憚,,,,,,,,,,,,,,,,,,,,,
忌恨,,,,,,,,,,,,,,,,,,,,,
忌妒,"無奈,不好的","不爽,心眼小,吃醋","不開心,生氣,想哭,難過,悶悶不樂",,,,,,"打人,吃醋",,"打人,生氣",,,,,,"你心理,戀愛",,,"災難,生氣,發瘋,爭吵,分手,哭泣,殺人,小心眼,心傷,心裡不正常,魔化",
弄壞,,,,,,,,,,,,,,,,,,,,,
弄痛,,,,,,,,,,,,,,,,,,,,,
庇護,,,,,,,,,,"/c/en/oxidizer,/c/en/oxidize_agent,/c/en/oxidant,/c/en/peroxide",,,,,"/c/fi/-e,/c/fi/hapettaa",,,"/c/fi/oksidantti,/c/fi/hapetin,/c/fi/peroksidi",,,/c/fi/hapete
希冀,,,,,,,,,,,,,,,,,,,,,
希圖,,,,,,,,,,,,,,,,,,,,,
希望,,絕望,,,,,,,"星星,生命",,,夢想,,,,,彩虹,,期望,"幸福,好運,期待,慾望,成功,失望,開心,快樂",
希罕,,,,,,,,,,,,,,,,,,,,,
希,,,,,,,,,,,,,,,,,,,,,
巫婆,,,"騎掃把,幫助別人,變法術,騙小孩,唸咒語,飛翔,施法,失魔咒,施展魔法,施魔咒,賣毒蘋果,飛,魔法",,,"糖果,流星,照鏡子,獵女巫",,,,,,"毒蛇,巫術",,,,,"森林,糖果屋裡,鏡子裡",,女巫,"詛咒,公主",
岔開,,,,,,,,,,,,,,,,,,,,,
屁滾尿流,,,,,,,,,,,,,,,,,,,,,
屁眼,,,"拉,看",,,,,,,,,,,屁股,,,"背後,屁股,雞雞後面,後面",,"人體構造,直腸的出口",,
屁孩,,,,,,,,,,,,,,,,,,,,,
屁,"臭,難聞的氣體",,"臭,響",,,,,,,,哭,"馬鈴薯,你,食物,臭,你的屁,氣體,氮氣",,自然,,,屁股,,"甲浣,臭氣","臭味勳天,環境汙染",
宏偉,,,,,,,,,,,,,,,,,,,,,
宏大,,,,,,,,,,,,,,,,,,,,,
完善,,,,,,,,,,,,,,,,,,,,,
完備,,,,,,,,,,,,,,,,,,,,,
完美,,"完整,完美身體",,,,"石田彰,遊佐浩二,花井梓,谷山紀章,失誤",,,考一百分,,,,,,,,,,,"苛刻,令人頭痛",
孝敬,,,,,,,,,,,,,,,,,,,,,
孝順,,"家人,家人支持,良心,禮物,報答,爸爸",讀書,,,,,,請媽媽吃飯,,讓爹娘快樂,,,,,,,,"莊敬,優點,表現,好行為,美德","快樂,聽父母的話,財富,不讓父母操心,感動,給孝親費,表揚,平凡,心安,好處,很快樂,欣賞,親情",
孝,,,,,,,,,,,,,,,,,忠烈祠,,,,
妨礙,,,,,,,,,,,,,,,,,,,,,
妨害,,,,,,,,,,,,,,,,,,,,,
妓女,,,睡覺,,,"性病,賺錢,愛滋,男人,錢,房子,金錢,包包",,,,,,,,,,,"妓院,娼寮,妓女院,軍營,青樓",,,梅毒,
妒賢嫉能,,,,,,,,,,,,,,,,,,,,,
妒嫉,,,,,,,,,,,,,,,,,,,,,
妒忌,,,,,,,,,,,,,,,,,,,,,
妒,,,,,,,,,,,,,,,,,,,,,
壯觀,,,,,,,,,,,,,,,,,,,,,
壯麗,,,,,,,,,,,,,,,,,,,,,
壯闊,,,,,,,,,,,,,,,,,,,,,
坐臥不寧,,,,,,,,,,,,,,,,,,,,,
坐臥不安,,,,,,,,,,,,,,,,,,,,,
坐困,,,,,,,,,,,,,,,,,,,,,
坐立不安,,"大便,上廁所",,,,,,,,,,,,,,,,,,,
坎坷,,,,,,,,,,,,,,,,,,,,,
困憊,,,,,,,,,,,,,,,,,,,,,
困頓,,,,,,,,,,,,,,,,,,,,,
困惑,,想不開,,,,,,,,,皺眉頭,,,,,,,,,讀書,
困乏,,,,,,,,,,,,,,,,,,,,,
困,,,,,,,,,,,,,,,,,,,,,
告慰,,,,,,,,,,,,,,,,,,,,,
呆若木雞,,,,,,,,,,,,,,,,,,,,,
呆,,累,,/c/pt/treinar_uma_equipe_fraca,,,,,小豬,,,,,,,,,,,"笨,覺得蠢,蠢,白痴",
吻,,,,,,,,,,,,,,,,,,,,好運,
吹喇叭,,嘴砲,演奏,,,,,,,,,,,,,,,,,,
吹毛求疵,,,,,,,,,,,,,,,,,,,,,
吸引,,,,,,,,,,,,,,,,,,,,愛,
含糊,,,,,,,,,,,,,,,,,,,,,
含羞,,,,,,,,,,,,,,,,,,,,,
含淚,,,,,,,,,,,,,,,,,,,,,
含笑九泉,,,,,,,,,,,,,,,,,,,,,
含笑,,,,,,,,,,,,,,,,,,,,,
含怒,,,,,,,,,,,,,,,,,,,,,
否認,,,,,,,,,,,,,,,,,,,,,
否定,,,,,,,,,,,,,,,,,,,,,
吞聲,,,,,,,,,,,,,,,,,,,,,
吝嗇,,,,,,,,,,,,,,,,,,,,,
吝惜,,,,,,,,,,,,,,,,,,,,,
吝,,,,,,,,,,,,,,,,,,,,,
即景生情,,,,,,,,,,,,,,,,,,,,,
利潤,,,,,,,,,,,,,,,,,股票市場,,,,
利益,,,,,,,,,朋友,,,,,,,,,,,"衝突,爭執,猶豫,親情,失戀,變邪惡",
利己,,,,,,,,,,,,,,,,,,,,,
別無良策,,,,,,,,,,,,,,,,,,,,,
冷靜,,"生氣,殺人,慾望來,抽煙,煩躁,刺激,好心情,找人打,挺扁的衝動",,,,,,,"思考,睡覺,看本書,重新思考,面無表情",,,,,,,,,,,財富,
冷酷,,,,,,,,,,,,,,,,,,,,想罷免馬英九,
冷淡,,,,,,大人,,,,,,,,,,,,,"情緒,心情,表情,不應該,無視,壞習慣,行動,行為","寂寞,孤獨,冷漠,孤單,誤會,感傷,陌生,拒絕,疏遠,難過,沒朋友",
冷,,穿太少,,,,,,,"發抖,穿外套,蓋棉被,吃火鍋,穿衣服,蓋被子",,"穿衣服,蓋棉被,吃火鍋,發抖,睡覺,吃東西,取暖,穿外套,暖暖包,喝熱湯,打噴嚏",,,,,,,,,"發抖,穿衣服,穿外套,蓋棉被,吃火鍋,顫抖,睡覺,穿厚衣服,賴床,流鼻水",
免費,,,,,,,,,,,,,,,,"吃飯,喝水,睡公園,有優待卷",,,,"進場看棒球,開心,大吃特吃,賺到便宜",
克制,,"出軌,偷東西,買,嘴砲",,,,,,,,,,,,,,,,,,,
你娘卡好,,,,,,,,,,,,,,,,,,,,,
作弊,,"考試,好成績,歐趴,及格","被罵,被記過",,,"被抓到,被抓",,,"心跳加速,零分",,,,,,,,,,,"記過,被當,好成績,被罵,被當掉,處罰,麻煩,挨罵,得高分,退學,小過,心虛,大過,懲罰,高分",
作嘔,,,,,,,,,,,,,,,,,,,,,
作色,,,,,,,,,,,,,,,,,,,,,
何樂而不為,,,,,,,,,,,,,,,,,,,,,
何樂不為,,,,,,,,,,,,,,,,,,,,,
何去何從,,,,,,,,,,,,,,,,,,,,,
佔便宜,,,,,,,,,,,,,,,,,,,,,
低落,,被打槍,,,,,,,離家出走,,,,,,,,"快樂,表情",,,,
低迷,,,,,,,,,,,,,,,,,,,,,
低能兒,,,,,,天才,,,,,,,,,,,,,"智障,人",,
低能,,,,,,,,,,,發脾氣,,,,,,,,,被人扁,
低沉,,,,,,,,,,,,,,,,,,,,,
低回,,,,,,,,,,,,,,,,,,,,,
但願,,,,,,,,,,,,,,,,,,,,,
伶俐,,,,,,,,,,,,,,,,,,,,,
伴侶,,睡覺,,,,出國玩,,,,,,寵物,,,,,"網路上,聊天室,大學之路",,夥伴,,
行若無事,,,,,,,,,,,,,,,,,,,,,
色情,,,,,,,,,"黃色,a片,色,紅色",/c/en/pornography,,,,,,,書,,,,
至善,,,,,,,,,,,,,,,,,,,,,
至高無上,,,,,,,,,,,,,,,,,,,,,
自餒,,,,,,,,,,,,,,,,,,,,,
自暴自棄,,不愛自己,,,"想開心的事,聊天,冷靜,休息,睡覺",,,,,,被蔡康永吻,,,,,,,,,"失敗,想要喝酒",
自慰,,慾火焚身,,,"脫內褲,脫褲子",舒服,,,,,,,,,,,,,,"生理滿足,感到興奮,精神滿足,心裡疾病,體力下滑",
自鳴得意,,,,,,,,,,,,,,,,,,,,,
自豪,,,,,,,,,,,,,,,,,,,,,
自慚形穢,,,,,,,,,,,,,,,,,,,,,
自尊,,,,,,,,,,,,,,,,,家裏,,,"開心,驕傲,尊重,賞識,尊嚴",
自責,,"扁人,作壞事",上吊,,,,,,,,,,,羞辱,,,責備,,,,
自得其樂,,,,,,,,,,,,,,,,,,,,,
自負,,,,,,,,,,,,,,,,,,,,,
自相驚擾,,,,,,,,,,,,,,,,,,,,,
自怨自艾,,悽慘的生活,,,,,,,,,,,,,,,,,,,
自信,,"女人,愉悅",,,,,,,,,,微笑,,,,,"健身教練,榮耀,生命歷程中,美女身上,球棒,眼神,身上,團體生活中",,,"成功,快樂,驕傲,美麗,變帥,走中路,幸運,自大,自戀,變美",
自咎,,,,,,,,,,,,,,,,,,,,,
自卑,,"沒自信,被噓爆",,,,,,,,,躲牆角,,,,,,,,"病,沒自信","沒自信,難過,不幸,傷心,不敢見人,不開心,抬不起頭來,陰影,閉不出戶,唯唯諾諾,沒有自信,發飆,害羞,悲哀,看輕自己,自卑跟畏縮",
自私,"人性,缺德,人之常情,天生",自己,,,,,,,人,,,,"不好,保護自己,任性,人之常情",,,,,,"不顧別人,只替自己想","被排擠,人緣差,交不到朋友,沒人緣,讓他做自己,只為自己著想,壞習慣,不幸,不顧他人,討人厭,失敗,不快樂,分手,爭執",
自我陶醉,,,,,,,,,,,,,,,,,,,,,
自我欣賞,,,,,,,,,,,,,,,,,,,,,
自在,,度假,,,,,,,,,,,,,,,家裏,,,活出自我,
自由自在,,,,,,,,,,,,,,,,,,,,快樂,
自由,,,,,,"不自由,約束,睡覺",,,,,飛,,,,,,"窗,校園",,,"開心,高興,快樂",
自甘墮落,,,,,,,,,,,,,,,,,,,"壞想法,壞念頭",,
自大,,,,,,,,,,,,,,,,,,,,"失敗,沒朋友,災難,失敗了,自已為是,惡運,目中無人,自我毀滅,驕傲,反敢,被奏,狂傲,被討厭,反感,被排擠,變醜,盲目,輿論,頤指氣使",
老著臉皮,,,,,,,,,,,,,,,,,,,,,
老處女,,,,,,,,,,,,,,,,,,,,同情,
老羞成怒,,,,,,,,,,,,,,,,,,,,,
老淚縱橫,,,,,,,,,,,,,,,,,,,,,
老淚橫流,,,,,,,,,,,,,,,,,,,,,
老娘,,,,,,"睡覺,壞人,上ptt,男人,逛街",,,,,,,,,,,,,,,
老牛舐犢,,,,,,,,,,,,,,,,,,,,,
老子,,,"買東西給小孩,吃飯,教育小孩,為小孩付出,玩,看書,打麻將",,,"看書,吃飯,女人,無為而治,睡覺,耍廢,沒錢",,,,,,,,,,,,,,,
米蟲,,,"吃飯,睡覺,吃米,發呆,玩魔獸,睡,窩在家",,,"工作,賺錢,吃米,勞累上班,混吃等死,不做事,被罵,懶惰,休息,打混,沒錢可花",,,,,,,,,,,"公司,家裡",,國產局,,
百感叢生,,,,,,,,,,,,,,,,,,,,,
百感交集,,,,,,,,,,,,,,,,,,,,,
百般無奈,,,,,,,,,,,,,,,,,,,,,
灰溜溜,,,,,,,,,,,,,,,,,,,,,
灰心喪氣,,,,,,,,,,,,,,,,,,,,,
灰心,,,,,,,,,,,,,,,,,,,,,
污穢,,,,,,,,,,,,,,,,,,,,,
汗顏,,,,,,,,,,,,,,,,,,,,,
死對頭,,,,,,,,,,,,,,,,,,,,,
死路,,,,,,,,,,,,,,,,,,,,,
死當,,"不唸書,不用功",,,,,,,,,,,,,,,,,,起笑,
死期,,,,,,,,,,,,,,,,,,,,,
死氣沉沉,,,,,,,,,,,,,,,,,,,,,
死氣,,,,,,,,,,,,,,,,,,,,,
死沉,,,,,,,,,,,,,,,,,,,,,
死刑,,"防治犯罪,警惕罪犯,防止犯罪,警惕犯罪",,,,,,,審判日,,王清峰,,,,,,,,,,
死皮賴臉,,,,,,,,,,,,,,,,,,,,,
死心,,沒法認識學姐,,,"傷心,下定決心",,,,,,,,,,,,,,,放棄,
死不瞑目,,,,,,,,,,,,,,,,,,,,,
死不,,,,,,,,,,,,,,,,,,,,,
死亡,,重生,,,,,,,,,,,,,,,,,解脫,"悲傷,難過,傷心,恐懼,上天堂,痛苦,下地獄",
死乞白賴,,,,,,,,,,,,,,,,,,,,,
死人,,,"上天堂,器官捐贈,睡覺",,,"錢,投胎,復活,不變殭屍,去極樂世界,紙錢,食物,不下地獄,見到家人",,,,,,,,,,,"殯儀館,墳墓,冥府,大白鯊,市立聯合醫院,棺材,太平間,惡靈古堡,古墓,故宮,名偵探柯南,墳場",,,"很悲傷,想哭,難過",
死,,"老了,生病,失血過多,受重傷",,,,,,,一動也不動,,,,,,,,,,,"生,上天堂,害怕,解脫,人間飄盪,投胎",
次等,,,,,,,,,,,,,,,,,,,,,
次要,,,,,,,,,,,,,,,,,,,,,
有錢,,"房子,女朋友,女人,車子,車,女友,中樂透,老婆,地位,手機",,,,買房子,,,"買車,買房子",,"買東西,逛街,出國",,,,,,,,,"快樂,開心,很開心,買衣服,幸福,花錢,很快樂,買房子,養寵物,滿足,買東西,揮霍,女人",
有趣,,,,,,,,,,,,,,,,,,,,"大笑,快樂,開心,愛,好玩,看書,覺得值得,看電視,不想停止",
有愧,,,,,,,,,,,,,,,,,,,,,
有益,,,,,,,,,,,,,,,,,,,,,
有氣無力,,,,,,,,,,,,,,,,,,,,,
有效,,,,,,,,,,,,,,,,,,,,,
有害,,,,,,,,,,,,,,,,,,,,,
有助,,,,,,,,,,,,,,,,,,,,,
有利,,,,,,,,,,,,,,,,,,,,,
有用,,,,,,,,,人才,,,,,,,,,,,,
有心無力,,,,,,,,,,,,,,,,,,,,,
有力,,,,,,,,,,,,,,,,,,,,,
曲解,,,,,,,,,,,,,,,,,,,,,
收穫,,,,,,,,,,,,,,,,,,,,"努力,快樂,覺得快樂",
成就,,,,,,自大,,,成功,,,"用功讀書,堅毅","名聲,美好的未來",,,,"流汗,課業,郭台銘",,,"快樂,上學,忌妒,小人,敵人,自我感覺良好,開心,希望,驕傲",
成見,,,,,,,,,,,,,,,,,,,,,
成功,,"努力,厲害,賺錢",,,,,,,,,,"努力,運氣,實力,認真,失敗,毅力",,,,,,,"成就,結果","快樂,開心,財富,失敗,幸福,名利,名聲,地位,驕傲,錢",
安穩,,睡覺,,,,,,,,,,,,,,,,,,,
安靜,,"睡覺,看書,讀書,唸書,發呆,吃飯,看電影,聽音樂,休息,一個人,哭,玩電腦,思考,想睡覺,牙齒痛",無聲,,"閉嘴,閉上嘴巴",,,,"聽音樂,看書,發呆,睡覺",,,,,,,,,,,冷漠,
安慰,,"哭,難過,不要難過,肚子痛,不要哭泣,失戀,失落",,,,,,,笑容,,,,,,,"嚎啕,痛哭,哭,悲哀","交友網站,友人,聖歌",,"呵護,關懷,照顧","堅強,抱抱",
安寧,,,,,,,,,,,,,,,,,,,,,
安詳,,,,,,,,,,,,,,,,,,,,,
安逸,,,,,,,,,,,,,,,,,,,,劫難,
安然,,,,,,,,,,,,,,,,,,,,,
安安靜靜,,,,,,,,,,,,,,,,,,,,,
安全,,,,,,,,,"鎖門,警察,回家","/c/en/safe,/c/en/secure,/c/en/safety,/c/en/security",,,,,,,"智慧財產,家",,,安心,
安心,,,,,,,,,,,,,,,,,,,,,
安之若素,,,,,,,,,,,,,,,,,,,,,
安不忘危,,,,,,,,,,,,,,,,,,,,,
安土重遷,,,,,,,,,,,,,,,,,,,/c/en/album,,
安,,,,,,,,,,,,,,,,,,,,,
守靜,,,,,,,,,,,,,,,,,,,,,
存疑,,,,,,,,,,,,,,,,,,,,,
妄想,,"無聊,有慾望,發瘋",,,,,,,,,,,,,,,,,,,
如饑似渴,,,,,,,,,,,,,,,,,,,,,
如饑如渴,,,,,,,,,,,,,,,,,,,,,
如願以償,,,,,,,,,,,,,,,,,,,,,
如癡如醉,,,,,,,,,,,,,,,,,,,,,
如臨大敵,,,,,,,,,,,,,,,,,,,,,
如獲至寶,,,,,,,,,,,,,,,,,,,,,
如醉如癡,,,,,,,,,,,,,,,,,,,,,
如醉如狂,,,,,,,,,,,,,,,,,,,,,
如意,,,,,,,,,,,,,,,,,,,,高興,
如訴如泣,,,,,,,,,,,,,,,,,,,,,
如喪考妣,,,,,,,,,,,,,,,,,,,,,
如泣如訴,,,,,,,,,,,,,,,,,,,,,
如沐春風,,,,,,,,,,,,,,,,,,,,,
如沐春雨,,,,,,,,,,,,,,,,,,,,,
如坐針氈,,,,,,,,,,,,,,,,,,,,,
如坐春風,,,,,,,,,,,,,,,,,,,,,
好聽,,,,,,,,,,,,,,,,,,,,喜歡音樂,
好整以暇,,,,,,,,,,,,,,,,,,,,,
好過,,,,,,,,,,,,,,,,,,,,,
好運,,,,,,,,,,,,,,,,,,,,"快樂,錢,幸福,財富,壞運,中樂透,錢財,開心",
好意思,,,,,,,,,,,,,,,,,,,,,
好棒,,,,,,,,,,,,,,,,,,,,"摸摸頭,給糖果,給棒棒糖,打鍵盤",
好處,,,,,,,,,,,,,,,,,,,,,
好笑,,,,,,,,,"鬥牛犬,幽默,有人噴飯,有人笑的時候",,"星爺電影,撇過頭,開懷大笑,科科",,,,,,,,,"笑,大笑,笑了,哈哈笑,笑不停,嘴角上揚,我很開心,拍手鼓掌,有趣,微笑",
好看,,"讓情人開心,追求潮流",,,,,,,"戴眼鏡,正妹,穿外套",,,,,,,,,,,"喜歡,看漫畫,看電視",
好玩,,開心,,,,,,,"養小雞,遊戲,上ptt",,我,,,,,,,,,"開心,大笑,去玩,喜歡,喜歡party,想玩,繼續玩,用力玩",
好奇,,,探索,,,,,,"偷看msn紀錄,貓叫",,"看笨版,拆解cpu,讀書",,,,,,,,,"一推問題,看,受傷,打電動,看書,答案,想看真相,玩,玩遊戲,不幸,意外,災難,聽,開圖,問到底,想養寵物,看棒球,災厄,觀察",
好受,,,,,,,,,,,,,,,,,,,,,
好,,,"玩,哭",,,"放假,打球,看電視,上廁所",,,壞,"/c/en/good,/c/en/very,/c/en/well",長高,"女子,好心",,,,,,,,變漂亮,
奸笑,,"要陷害人,惡作劇,打鬼主意,有陰謀,設陷阱",,,,,,,,,,,,,,,,,,,
多躁少靜,,,,,,,,,,,,,,,,,,,,,
多餘,,,,,,,,,,,,,,,,,,,,,
多疑,,,,,,,,,,,,,,,,,,,,,
多情,,,,,,,,,,,,,,,,,,,,,
多心,,,,,,,,,,,,,,,,,,,,,
夙嫌,,,,,,,,,,,,,,,,,,,,,
回春,,,,,,,,,,,,,,,,,,,,,
回天乏術,,,,,,,,,,,,,,,,,,,,,
向隅,,,,,,,,,,,,,,,,,,,,,
吐氣揚眉,,,,,,,,,,,,,,,,,,,,,
名譽掃地,,,,,,,,,,,,,,,,,,,,,
同意,,,,,,,,,,,,,,,,,,,,就可,
同悲,,,,,,,,,,,,,,,,,,,,,
同情,,,,,,,,,,,捐錢,,,,,,不幸,,,"養寵物,安慰,拍拍,救他,點頭",
同病相憐,,,,,,,,,,,,,,,,,,,,,
同仇敵愾,,,,,,,,,,,,,,,,,,,,,
合意,,,,,,,,,,,,,,,,,,,,,
合宜,,,,,,,,,,,,,,,,,,,,,
合不攏嘴,,,,,,,,,,,,,,,,,,,,,
吃驚,,,,,,張嘴巴,,,震驚,,,,,,,,,,,"昏倒,驚訝,哭泣",
吃醋,酸,"生氣,愛吃醋,身體好,佔有慾強,在乎,沒信心,養生,度量小,怕失去,愛,調理身體,談戀愛",,,,生氣,,,"生氣,有人生氣,打人,臉紅,賭氣",,,,"在乎,生氣",,,,,,,"心情不好,打架,吵架,指責,更健康,鬱卒,爭吵,一臉憤怒,傷心",
吃後悔藥,,,,,,,,,,,,,,,,,,,,,
吃屎,,"肚子餓,瘋了",,,,,,,不爽,,,,,,,,,,,"疾病,嘔吐,反胃,噁心,發瘋,不舒服,吐,噁心想吐",
吃土,,,,,,,,,,,,,,,,,,,,,
危辭聳聽,,,,,,,,,,,,,,,,,,,,,
危言聳聽,,,,,,,,,,,,,,,,,,,,,
危,,,,,,,,,,,,,,,,,,,,,/c/en/lie_out_one_bed
劣跡昭著,,,,,,,,,,,,,,,,,,,,,"/c/en/executory,/c/de/rückständige_summe,/c/de/unbezahlte_summe,/c/de/rückstand,/c/en/unpaid"
劣,,,,,,,,,,,,,,,,,,,,,
光輝,,,,,,,,,,,,,,"地球,希望,太陽",,,,,,,
光榮,,,,,,,,,"國旗,畢業展",,,,,,,,"競賽,讚美,別人臉上",,,,
光亮,,,,,,,,,,,,,,,,,,,,,
光火,,,,,,,,,,,,,,,,,,,,,
先睹為快,,,,,,,,,,,,,,,,,,,,,
兇,,,,,,,,,,,,,,,,,,,,,
企望,,,,,,,,,,,,,,,,,,,,,
企盼,,,,,,,,,,,,,,,,,,,,,
企足而待,,,,,,,,,,,,,,,,,,,,,
企求,,,,,,,,,,,,,,,,,,,,,
企,,,,,,,,,,,,,,,,,,,,,
